date_key,date_day,year,month,day,quarter,day_of_week,year_month,month_name
20170810,2017-08-10,2017,8,10,3,4,2017-08,August
20150713,2015-07-13,2015,7,13,3,1,2015-07,July
20161009,2016-10-09,2016,10,9,4,0,2016-10,October
20151021,2015-10-21,2015,10,21,4,3,2015-10,October
20150801,2015-08-01,2015,8,1,3,6,2015-08,August
20150629,2015-06-29,2015,6,29,2,1,2015-06,June
20170323,2017-03-23,2017,3,23,1,4,2017-03,March
20161130,2016-11-30,2016,11,30,4,3,2016-11,November
20171219,2017-12-19,2017,12,19,4,2,2017-12,December
20170911,2017-09-11,2017,9,11,3,1,2017-09,September
20150913,2015-09-13,2015,9,13,3,0,2015-09,September
20150321,2015-03-21,2015,3,21,1,6,2015-03,March
20151215,2015-12-15,2015,12,15,4,2,2015-12,December
20160317,2016-03-17,2016,3,17,1,4,2016-03,March
20151202,2015-12-02,2015,12,2,4,3,2015-12,December
20161218,2016-12-18,2016,12,18,4,0,2016-12,December
20171006,2017-10-06,2017,10,6,4,5,2017-10,October
20170915,2017-09-15,2017,9,15,3,5,2017-09,September
20150628,2015-06-28,2015,6,28,2,0,2015-06,June
20150116,2015-01-16,2015,1,16,1,5,2015-01,January
20170807,2017-08-07,2017,8,7,3,1,2017-08,August
20170714,2017-07-14,2017,7,14,3,5,2017-07,July
20160306,2016-03-06,2016,3,6,1,0,2016-03,March
20161205,2016-12-05,2016,12,5,4,1,2016-12,December
20160618,2016-06-18,2016,6,18,2,6,2016-06,June
20160512,2016-05-12,2016,5,12,2,4,2016-05,May
20161109,2016-11-09,2016,11,9,4,3,2016-11,November
20150821,2015-08-21,2015,8,21,3,5,2015-08,August
20160307,2016-03-07,2016,3,7,1,1,2016-03,March
20180129,2018-01-29,2018,1,29,1,1,2018-01,January
20180101,2018-01-01,2018,1,1,1,1,2018-01,January
20160627,2016-06-27,2016,6,27,2,1,2016-06,June
20160607,2016-06-07,2016,6,7,2,2,2016-06,June
20160509,2016-05-09,2016,5,9,2,1,2016-05,May
20160612,2016-06-12,2016,6,12,2,0,2016-06,June
20160921,2016-09-21,2016,9,21,3,3,2016-09,September
20170320,2017-03-20,2017,3,20,1,1,2017-03,March
20151203,2015-12-03,2015,12,3,4,4,2015-12,December
20150519,2015-05-19,2015,5,19,2,2,2015-05,May
20161231,2016-12-31,2016,12,31,4,6,2016-12,December
20150723,2015-07-23,2015,7,23,3,4,2015-07,July
20150515,2015-05-15,2015,5,15,2,5,2015-05,May
20171221,2017-12-21,2017,12,21,4,4,2017-12,December
20160305,2016-03-05,2016,3,5,1,6,2016-03,March
20151123,2015-11-23,2015,11,23,4,1,2015-11,November
20171211,2017-12-11,2017,12,11,4,1,2017-12,December
20171129,2017-11-29,2017,11,29,4,3,2017-11,November
20150130,2015-01-30,2015,1,30,1,5,2015-01,January
20170315,2017-03-15,2017,3,15,1,3,2017-03,March
20150213,2015-02-13,2015,2,13,1,5,2015-02,February
20150126,2015-01-26,2015,1,26,1,1,2015-01,January
20150105,2015-01-05,2015,1,5,1,1,2015-01,January
20170426,2017-04-26,2017,4,26,2,3,2017-04,April
20150305,2015-03-05,2015,3,5,1,4,2015-03,March
20150203,2015-02-03,2015,2,3,1,2,2015-02,February
20161031,2016-10-31,2016,10,31,4,1,2016-10,October
20170204,2017-02-04,2017,2,4,1,6,2017-02,February
20150401,2015-04-01,2015,4,1,2,3,2015-04,April
20150602,2015-06-02,2015,6,2,2,2,2015-06,June
20160320,2016-03-20,2016,3,20,1,0,2016-03,March
20171023,2017-10-23,2017,10,23,4,1,2017-10,October
20170510,2017-05-10,2017,5,10,2,3,2017-05,May
20170606,2017-06-06,2017,6,6,2,2,2017-06,June
20150325,2015-03-25,2015,3,25,1,3,2015-03,March
20171206,2017-12-06,2017,12,6,4,3,2017-12,December
20180203,2018-02-03,2018,2,3,1,6,2018-02,February
20180202,2018-02-02,2018,2,2,1,5,2018-02,February
20180205,2018-02-05,2018,2,5,1,1,2018-02,February
20180113,2018-01-13,2018,1,13,1,6,2018-01,January
20170702,2017-07-02,2017,7,2,3,0,2017-07,July
20171029,2017-10-29,2017,10,29,4,0,2017-10,October
20151111,2015-11-11,2015,11,11,4,3,2015-11,November
20160829,2016-08-29,2016,8,29,3,1,2016-08,August
20150215,2015-02-15,2015,2,15,1,0,2015-02,February
20161029,2016-10-29,2016,10,29,4,6,2016-10,October
20150920,2015-09-20,2015,9,20,3,0,2015-09,September
20150816,2015-08-16,2015,8,16,3,0,2015-08,August
20161129,2016-11-29,2016,11,29,4,2,2016-11,November
20170711,2017-07-11,2017,7,11,3,2,2017-07,July
20151116,2015-11-16,2015,11,16,4,1,2015-11,November
20160101,2016-01-01,2016,1,1,1,5,2016-01,January
20170805,2017-08-05,2017,8,5,3,6,2017-08,August
20151229,2015-12-29,2015,12,29,4,2,2015-12,December
20150712,2015-07-12,2015,7,12,3,0,2015-07,July
20150813,2015-08-13,2015,8,13,3,4,2015-08,August
20160619,2016-06-19,2016,6,19,2,0,2016-06,June
20160624,2016-06-24,2016,6,24,2,5,2016-06,June
20180130,2018-01-30,2018,1,30,1,2,2018-01,January
20180102,2018-01-02,2018,1,2,1,2,2018-01,January
20160504,2016-05-04,2016,5,4,2,3,2016-05,May
20160521,2016-05-21,2016,5,21,2,6,2016-05,May
20161027,2016-10-27,2016,10,27,4,4,2016-10,October
20170118,2017-01-18,2017,1,18,1,3,2017-01,January
20160709,2016-07-09,2016,7,9,3,6,2016-07,July
20160511,2016-05-11,2016,5,11,2,3,2016-05,May
20160115,2016-01-15,2016,1,15,1,5,2016-01,January
20150423,2015-04-23,2015,4,23,2,4,2015-04,April
20151218,2015-12-18,2015,12,18,4,5,2015-12,December
20150507,2015-05-07,2015,5,7,2,4,2015-05,May
20171216,2017-12-16,2017,12,16,4,6,2017-12,December
20170110,2017-01-10,2017,1,10,1,2,2017-01,January
20150303,2015-03-03,2015,3,3,1,2,2015-03,March
20150217,2015-02-17,2015,2,17,1,2,2015-02,February
20171015,2017-10-15,2017,10,15,4,0,2017-10,October
20160514,2016-05-14,2016,5,14,2,6,2016-05,May
20150505,2015-05-05,2015,5,5,2,2,2015-05,May
20150331,2015-03-31,2015,3,31,1,2,2015-03,March
20170115,2017-01-15,2017,1,15,1,0,2017-01,January
20150531,2015-05-31,2015,5,31,2,0,2015-05,May
20170516,2017-05-16,2017,5,16,2,2,2017-05,May
20150707,2015-07-07,2015,7,7,3,2,2015-07,July
20150328,2015-03-28,2015,3,28,1,6,2015-03,March
20170402,2017-04-02,2017,4,2,2,0,2017-04,April
20160919,2016-09-19,2016,9,19,3,1,2016-09,September
20161007,2016-10-07,2016,10,7,4,5,2016-10,October
20160916,2016-09-16,2016,9,16,3,5,2016-09,September
20170114,2017-01-14,2017,1,14,1,6,2017-01,January
20151231,2015-12-31,2015,12,31,4,4,2015-12,December
20150615,2015-06-15,2015,6,15,2,1,2015-06,June
20160703,2016-07-03,2016,7,3,3,0,2016-07,July
20161015,2016-10-15,2016,10,15,4,6,2016-10,October
20160705,2016-07-05,2016,7,5,3,2,2016-07,July
20170117,2017-01-17,2017,1,17,1,2,2017-01,January
20150406,2015-04-06,2015,4,6,2,1,2015-04,April
20161224,2016-12-24,2016,12,24,4,6,2016-12,December
20170109,2017-01-09,2017,1,9,1,1,2017-01,January
20161115,2016-11-15,2016,11,15,4,2,2016-11,November
20161227,2016-12-27,2016,12,27,4,2,2016-12,December
20170710,2017-07-10,2017,7,10,3,1,2017-07,July
20170621,2017-06-21,2017,6,21,2,3,2017-06,June
20170720,2017-07-20,2017,7,20,3,4,2017-07,July
20160229,2016-02-29,2016,2,29,1,1,2016-02,February
20150302,2015-03-02,2015,3,2,1,1,2015-03,March
20150228,2015-02-28,2015,2,28,1,6,2015-02,February
20160407,2016-04-07,2016,4,7,2,4,2016-04,April
20160915,2016-09-15,2016,9,15,3,4,2016-09,September
20170907,2017-09-07,2017,9,7,3,4,2017-09,September
20150619,2015-06-19,2015,6,19,2,5,2015-06,June
20150823,2015-08-23,2015,8,23,3,0,2015-08,August
20150825,2015-08-25,2015,8,25,3,2,2015-08,August
20151001,2015-10-01,2015,10,1,4,4,2015-10,October
20160301,2016-03-01,2016,3,1,1,2,2016-03,March
20160704,2016-07-04,2016,7,4,3,1,2016-07,July
20160823,2016-08-23,2016,8,23,3,2,2016-08,August
20160820,2016-08-20,2016,8,20,3,6,2016-08,August
20160622,2016-06-22,2016,6,22,2,3,2016-06,June
20161206,2016-12-06,2016,12,6,4,2,2016-12,December
20170814,2017-08-14,2017,8,14,3,1,2017-08,August
20170927,2017-09-27,2017,9,27,3,3,2017-09,September
20160114,2016-01-14,2016,1,14,1,4,2016-01,January
20160302,2016-03-02,2016,3,2,1,3,2016-03,March
20161022,2016-10-22,2016,10,22,4,6,2016-10,October
20151210,2015-12-10,2015,12,10,4,4,2015-12,December
20160404,2016-04-04,2016,4,4,2,1,2016-04,April
20150719,2015-07-19,2015,7,19,3,0,2015-07,July
20170420,2017-04-20,2017,4,20,2,4,2017-04,April
20170331,2017-03-31,2017,3,31,1,5,2017-03,March
20170312,2017-03-12,2017,3,12,1,0,2017-03,March
20160809,2016-08-09,2016,8,9,3,2,2016-08,August
20160605,2016-06-05,2016,6,5,2,0,2016-06,June
20150402,2015-04-02,2015,4,2,2,4,2015-04,April
20170830,2017-08-30,2017,8,30,3,3,2017-08,August
20170410,2017-04-10,2017,4,10,2,1,2017-04,April
20150312,2015-03-12,2015,3,12,1,4,2015-03,March
20171119,2017-11-19,2017,11,19,4,0,2017-11,November
20151126,2015-11-26,2015,11,26,4,4,2015-11,November
20171212,2017-12-12,2017,12,12,4,2,2017-12,December
20170308,2017-03-08,2017,3,8,1,3,2017-03,March
20170503,2017-05-03,2017,5,3,2,3,2017-05,May
20171208,2017-12-08,2017,12,8,4,5,2017-12,December
20170731,2017-07-31,2017,7,31,3,1,2017-07,July
20150122,2015-01-22,2015,1,22,1,4,2015-01,January
20150417,2015-04-17,2015,4,17,2,5,2015-04,April
20170208,2017-02-08,2017,2,8,1,3,2017-02,February
20150207,2015-02-07,2015,2,7,1,6,2015-02,February
20160813,2016-08-13,2016,8,13,3,6,2016-08,August
20150506,2015-05-06,2015,5,6,2,3,2015-05,May
20171225,2017-12-25,2017,12,25,4,1,2017-12,December
20160526,2016-05-26,2016,5,26,2,4,2016-05,May
20170908,2017-09-08,2017,9,8,3,5,2017-09,September
20170620,2017-06-20,2017,6,20,2,2,2017-06,June
20150706,2015-07-06,2015,7,6,3,1,2015-07,July
20170820,2017-08-20,2017,8,20,3,0,2017-08,August
20171104,2017-11-04,2017,11,4,4,6,2017-11,November
20170823,2017-08-23,2017,8,23,3,3,2017-08,August
20151004,2015-10-04,2015,10,4,4,0,2015-10,October
20170613,2017-06-13,2017,6,13,2,2,2017-06,June
20150304,2015-03-04,2015,3,4,1,3,2015-03,March
20170129,2017-01-29,2017,1,29,1,0,2017-01,January
20180201,2018-02-01,2018,2,1,1,4,2018-02,February
20170218,2017-02-18,2017,2,18,1,6,2017-02,February
20170527,2017-05-27,2017,5,27,2,6,2017-05,May
20160402,2016-04-02,2016,4,2,2,6,2016-04,April
20160102,2016-01-02,2016,1,2,1,6,2016-01,January
20180127,2018-01-27,2018,1,27,1,6,2018-01,January
20160214,2016-02-14,2016,2,14,1,0,2016-02,February
20180128,2018-01-28,2018,1,28,1,0,2018-01,January
20161112,2016-11-12,2016,11,12,4,6,2016-11,November
20151003,2015-10-03,2015,10,3,4,6,2015-10,October
20160401,2016-04-01,2016,4,1,2,5,2016-04,April
20150720,2015-07-20,2015,7,20,3,1,2015-07,July
20151226,2015-12-26,2015,12,26,4,6,2015-12,December
20160410,2016-04-10,2016,4,10,2,0,2016-04,April
20150627,2015-06-27,2015,6,27,2,6,2015-06,June
20151102,2015-11-02,2015,11,2,4,1,2015-11,November
20150828,2015-08-28,2015,8,28,3,5,2015-08,August
20151109,2015-11-09,2015,11,9,4,1,2015-11,November
20150912,2015-09-12,2015,9,12,3,6,2015-09,September
20170831,2017-08-31,2017,8,31,3,4,2017-08,August
20150621,2015-06-21,2015,6,21,2,0,2015-06,June
20151124,2015-11-24,2015,11,24,4,2,2015-11,November
20171204,2017-12-04,2017,12,4,4,1,2017-12,December
20161021,2016-10-21,2016,10,21,4,5,2016-10,October
20161024,2016-10-24,2016,10,24,4,1,2016-10,October
20170105,2017-01-05,2017,1,5,1,4,2017-01,January
20171012,2017-10-12,2017,10,12,4,4,2017-10,October
20161014,2016-10-14,2016,10,14,4,5,2016-10,October
20171004,2017-10-04,2017,10,4,4,3,2017-10,October
20170829,2017-08-29,2017,8,29,3,2,2017-08,August
20150808,2015-08-08,2015,8,8,3,6,2015-08,August
20150731,2015-07-31,2015,7,31,3,5,2015-07,July
20170630,2017-06-30,2017,6,30,2,5,2017-06,June
20150830,2015-08-30,2015,8,30,3,0,2015-08,August
20160123,2016-01-23,2016,1,23,1,6,2016-01,January
20170827,2017-08-27,2017,8,27,3,0,2017-08,August
20160930,2016-09-30,2016,9,30,3,5,2016-09,September
20150716,2015-07-16,2015,7,16,3,4,2015-07,July
20160104,2016-01-04,2016,1,4,1,1,2016-01,January
20160524,2016-05-24,2016,5,24,2,2,2016-05,May
20160710,2016-07-10,2016,7,10,3,0,2016-07,July
20161106,2016-11-06,2016,11,6,4,0,2016-11,November
20160821,2016-08-21,2016,8,21,3,0,2016-08,August
20150512,2015-05-12,2015,5,12,2,2,2015-05,May
20150930,2015-09-30,2015,9,30,3,3,2015-09,September
20150412,2015-04-12,2015,4,12,2,0,2015-04,April
20170415,2017-04-15,2017,4,15,2,6,2017-04,April
20170528,2017-05-28,2017,5,28,2,0,2017-05,May
20171229,2017-12-29,2017,12,29,4,5,2017-12,December
20171009,2017-10-09,2017,10,9,4,1,2017-10,October
20160222,2016-02-22,2016,2,22,1,1,2016-02,February
20160308,2016-03-08,2016,3,8,1,2,2016-03,March
20180119,2018-01-19,2018,1,19,1,5,2018-01,January
20171128,2017-11-28,2017,11,28,4,2,2017-11,November
20150721,2015-07-21,2015,7,21,3,2,2015-07,July
20170306,2017-03-06,2017,3,6,1,1,2017-03,March
20150110,2015-01-10,2015,1,10,1,6,2015-01,January
20170311,2017-03-11,2017,3,11,1,6,2017-03,March
20170512,2017-05-12,2017,5,12,2,5,2017-05,May
20150206,2015-02-06,2015,2,6,1,5,2015-02,February
20170521,2017-05-21,2017,5,21,2,0,2017-05,May
20161125,2016-11-25,2016,11,25,4,5,2016-11,November
20150803,2015-08-03,2015,8,3,3,1,2015-08,August
20170421,2017-04-21,2017,4,21,2,5,2017-04,April
20160601,2016-06-01,2016,6,1,2,3,2016-06,June
20161221,2016-12-21,2016,12,21,4,3,2016-12,December
20170717,2017-07-17,2017,7,17,3,1,2017-07,July
20180116,2018-01-16,2018,1,16,1,2,2018-01,January
20161004,2016-10-04,2016,10,4,4,2,2016-10,October
20150425,2015-04-25,2015,4,25,2,6,2015-04,April
20150313,2015-03-13,2015,3,13,1,5,2015-03,March
20170531,2017-05-31,2017,5,31,2,3,2017-05,May
20150430,2015-04-30,2015,4,30,2,4,2015-04,April
20170427,2017-04-27,2017,4,27,2,4,2017-04,April
20171010,2017-10-10,2017,10,10,4,2,2017-10,October
20150817,2015-08-17,2015,8,17,3,1,2015-08,August
20150711,2015-07-11,2015,7,11,3,6,2015-07,July
20161217,2016-12-17,2016,12,17,4,6,2016-12,December
20170116,2017-01-16,2017,1,16,1,1,2017-01,January
20161010,2016-10-10,2016,10,10,4,1,2016-10,October
20160212,2016-02-12,2016,2,12,1,5,2016-02,February
20160107,2016-01-07,2016,1,7,1,4,2016-01,January
20161019,2016-10-19,2016,10,19,4,3,2016-10,October
20150419,2015-04-19,2015,4,19,2,0,2015-04,April
20150220,2015-02-20,2015,2,20,1,5,2015-02,February
20151201,2015-12-01,2015,12,1,4,2,2015-12,December
20170806,2017-08-06,2017,8,6,3,0,2017-08,August
20150826,2015-08-26,2015,8,26,3,3,2015-08,August
20161006,2016-10-06,2016,10,6,4,4,2016-10,October
20160113,2016-01-13,2016,1,13,1,3,2016-01,January
20150822,2015-08-22,2015,8,22,3,6,2015-08,August
20150718,2015-07-18,2015,7,18,3,6,2015-07,July
20170819,2017-08-19,2017,8,19,3,6,2017-08,August
20160125,2016-01-25,2016,1,25,1,1,2016-01,January
20160303,2016-03-03,2016,3,3,1,4,2016-03,March
20160218,2016-02-18,2016,2,18,1,4,2016-02,February
20161023,2016-10-23,2016,10,23,4,0,2016-10,October
20150724,2015-07-24,2015,7,24,3,5,2015-07,July
20170205,2017-02-05,2017,2,5,1,0,2017-02,February
20160208,2016-02-08,2016,2,8,1,1,2016-02,February
20160628,2016-06-28,2016,6,28,2,2,2016-06,June
20170623,2017-06-23,2017,6,23,2,5,2017-06,June
20150617,2015-06-17,2015,6,17,2,3,2015-06,June
20150820,2015-08-20,2015,8,20,3,4,2015-08,August
20170724,2017-07-24,2017,7,24,3,1,2017-07,July
20150626,2015-06-26,2015,6,26,2,5,2015-06,June
20151212,2015-12-12,2015,12,12,4,6,2015-12,December
20160515,2016-05-15,2016,5,15,2,0,2016-05,May
20150606,2015-06-06,2015,6,6,2,6,2015-06,June
20160111,2016-01-11,2016,1,11,1,1,2016-01,January
20171228,2017-12-28,2017,12,28,4,4,2017-12,December
20160630,2016-06-30,2016,6,30,2,4,2016-06,June
20160713,2016-07-13,2016,7,13,3,3,2016-07,July
20170417,2017-04-17,2017,4,17,2,1,2017-04,April
20170222,2017-02-22,2017,2,22,1,3,2017-02,February
20160502,2016-05-02,2016,5,2,2,1,2016-05,May
20160124,2016-01-24,2016,1,24,1,0,2016-01,January
20151101,2015-11-01,2015,11,1,4,0,2015-11,November
20150316,2015-03-16,2015,3,16,1,1,2015-03,March
20150224,2015-02-24,2015,2,24,1,2,2015-02,February
20150415,2015-04-15,2015,4,15,2,3,2015-04,April
20170227,2017-02-27,2017,2,27,1,1,2017-02,February
20160329,2016-03-29,2016,3,29,1,2,2016-03,March
20170123,2017-01-23,2017,1,23,1,1,2017-01,January
20170615,2017-06-15,2017,6,15,2,4,2017-06,June
20171201,2017-12-01,2017,12,1,4,5,2017-12,December
20180124,2018-01-24,2018,1,24,1,3,2018-01,January
20180122,2018-01-22,2018,1,22,1,1,2018-01,January
20170525,2017-05-25,2017,5,25,2,4,2017-05,May
20150427,2015-04-27,2015,4,27,2,1,2015-04,April
20150315,2015-03-15,2015,3,15,1,0,2015-03,March
20150113,2015-01-13,2015,1,13,1,2,2015-01,January
20170407,2017-04-07,2017,4,7,2,5,2017-04,April
20170513,2017-05-13,2017,5,13,2,6,2017-05,May
20150407,2015-04-07,2015,4,7,2,2,2015-04,April
20160405,2016-04-05,2016,4,5,2,2,2016-04,April
20170310,2017-03-10,2017,3,10,1,5,2017-03,March
20150214,2015-02-14,2015,2,14,1,6,2015-02,February
20150708,2015-07-08,2015,7,8,3,3,2015-07,July
20150102,2015-01-02,2015,1,2,1,5,2015-01,January
20150524,2015-05-24,2015,5,24,2,0,2015-05,May
20171007,2017-10-07,2017,10,7,4,6,2017-10,October
20170120,2017-01-20,2017,1,20,1,5,2017-01,January
20170111,2017-01-11,2017,1,11,1,3,2017-01,January
20150915,2015-09-15,2015,9,15,3,2,2015-09,September
20170226,2017-02-26,2017,2,26,1,0,2017-02,February
20180131,2018-01-31,2018,1,31,1,3,2018-01,January
20170330,2017-03-30,2017,3,30,1,4,2017-03,March
20150202,2015-02-02,2015,2,2,1,1,2015-02,February
20150917,2015-09-17,2015,9,17,3,4,2015-09,September
20160421,2016-04-21,2016,4,21,2,4,2016-04,April
20171226,2017-12-26,2017,12,26,4,2,2017-12,December
20161229,2016-12-29,2016,12,29,4,4,2016-12,December
20150810,2015-08-10,2015,8,10,3,1,2015-08,August
20151119,2015-11-19,2015,11,19,4,4,2015-11,November
20160110,2016-01-10,2016,1,10,1,0,2016-01,January
20150722,2015-07-22,2015,7,22,3,3,2015-07,July
20150929,2015-09-29,2015,9,29,3,2,2015-09,September
20150831,2015-08-31,2015,8,31,3,1,2015-08,August
20170224,2017-02-24,2017,2,24,1,5,2017-02,February
20150802,2015-08-02,2015,8,2,3,0,2015-08,August
20151112,2015-11-12,2015,11,12,4,4,2015-11,November
20160714,2016-07-14,2016,7,14,3,4,2016-07,July
20160427,2016-04-27,2016,4,27,2,3,2016-04,April
20160621,2016-06-21,2016,6,21,2,2,2016-06,June
20170917,2017-09-17,2017,9,17,3,0,2017-09,September
20170729,2017-07-29,2017,7,29,3,6,2017-07,July
20151110,2015-11-10,2015,11,10,4,2,2015-11,November
20160228,2016-02-28,2016,2,28,1,0,2016-02,February
20160602,2016-06-02,2016,6,2,2,4,2016-06,June
20160610,2016-06-10,2016,6,10,2,5,2016-06,June
20160728,2016-07-28,2016,7,28,3,4,2016-07,July
20170309,2017-03-09,2017,3,9,1,4,2017-03,March
20160819,2016-08-19,2016,8,19,3,5,2016-08,August
20160702,2016-07-02,2016,7,2,3,6,2016-07,July
20170601,2017-06-01,2017,6,1,2,4,2017-06,June
20170329,2017-03-29,2017,3,29,1,3,2017-03,March
20170616,2017-06-16,2017,6,16,2,5,2017-06,June
20170508,2017-05-08,2017,5,8,2,1,2017-05,May
20160905,2016-09-05,2016,9,5,3,1,2016-09,September
20180123,2018-01-23,2018,1,23,1,2,2018-01,January
20170910,2017-09-10,2017,9,10,3,0,2017-09,September
20170412,2017-04-12,2017,4,12,2,3,2017-04,April
20150523,2015-05-23,2015,5,23,2,6,2015-05,May
20170425,2017-04-25,2017,4,25,2,2,2017-04,April
20170214,2017-02-14,2017,2,14,1,2,2017-02,February
20150121,2015-01-21,2015,1,21,1,3,2015-01,January
20150525,2015-05-25,2015,5,25,2,1,2015-05,May
20150223,2015-02-23,2015,2,23,1,1,2015-02,February
20160423,2016-04-23,2016,4,23,2,6,2016-04,April
